"sample_id","tree","R2_full","partial_R2_phylo","prop_residual","prop_phylo_norm","prop_residual_norm","shapley_longitude_norm","shapley_norm_longitude_norm","shapley_latitude_norm","shapley_norm_latitude_norm","shapley_log_n_speakers_norm","shapley_norm_log_n_speakers_norm","shapley_n_segments_norm","shapley_norm_n_segments_norm","shapley_delta_norm","shapley_norm_delta_norm"
2989,"heggarty2024",0.0721134717259797,0.0665848057193952,0.92788652827402,0.0589670200813906,0.821729566600632,0.0508839152636762,0.0450624255902721,0.0194610424772948,0.0172345577968574,0.0290466728136066,0.0257235223650823,0.0232220013269845,0.0205652356237109,0.0121022582291067,0.0107176719420545
2990,"heggarty2024",0.0604367143570382,0.00223781485046725,0.939563285642962,0.00186583892088089,0.783386412248238,0.0945872227525773,0.0788646663922798,0.0387785278794699,0.0323326510219878,0.00625742091525439,0.00521729466831359,0.114011178589793,0.0950599172151889,0.00392577258307922,0.00327321953311146
2991,"heggarty2024",0.246776963614422,0.107536552193848,0.753223036385578,0.0898580199708969,0.629396509979862,0.220274629382879,0.184062457298135,0.0410382302630304,0.0342917272249745,0.00189565291315458,0.00158401598203628,0.0304763402475055,0.0254661650827678,0.0422940604046774,0.0353411044613281
2992,"heggarty2024",0.117996614584617,-0.00237803084840542,0.882003385415383,0,0.767208950575199,0.101461234930346,0.0882558603086481,0.0933871243739658,0.0812326107506302,0.0457106225287366,0.0397612972017051,0.0166195109836841,0.0144564497049638,0.0104441587870286,0.00908483145885349
2993,"heggarty2024",0.47677597128978,0.564671237559223,0.52322402871022,0.302519303888891,0.280314204823929,0.398208357625617,0.213337792221099,0.0772432312389587,0.0413826081270656,0.0080134003984192,0.00429313226717784,0.086756086485213,0.0464790645351021,0.208446321258257,0.111673894136736
2994,"heggarty2024",0.403253570686441,3.35738974388484,0.596746429313559,0.732445446185805,0.130185721057397,0.309369739288714,0.0674918534979241,0.235126840899228,0.05129508249865,0.00933232424878921,0.00203593235215098,0.0510708745142978,0.0111415809078635,0.024772659629616,0.00540438350020932
2995,"heggarty2024",0.34242709791728,0.458350239448595,0.65757290208272,0.365701973366884,0.524654919376801,0.00251950865415786,0.0020102297488683,0.00769820980246851,0.00614213820318243,0.00337795734150999,0.00269515658424326,0.017348085344507,0.0138414437227208,0.10647672910558,0.0849541389973002
2996,"heggarty2024",-0.803275795174483,0.340109839918663,1.80327579517448,0.0719354581856137,0.381404638548316,0.89062922594797,0.188373913137554,1.28158571700897,0.27106377098418,0.228682787195319,0.0483679069091108,0.0907486336136989,0.0191939302323067,0.0929540110594506,0.0196603820029179
2997,"heggarty2024",0.188898653314762,0.644438322449726,0.811101346685238,0.315213857686436,0.396733675755701,0.0121495094149602,0.0059426846577487,0.0286995263126189,0.0140377877721258,0.013991130245318,0.00684347591442953,0.048709002450631,0.0238250147945217,0.485359103847659,0.237403503419037
2998,"heggarty2024",0.340234028516195,0.155040225908179,0.659765971483805,0.150870719147675,0.642022842806469,0.108339495326015,0.10542591431473,0.036836097973143,0.0358454624227242,0.0109714130577068,0.0106763581411623,0.0466218910745041,0.045368085561232,0.0100611939413511,0.00979061760600671
