"sample_id","tree","Intercept","longitude_norm","latitude_norm","log_n_speakers_norm","n_segments_norm","delta_norm","longitude_norm.latitude_norm","longitude_norm.log_n_speakers_norm","longitude_norm.n_segments_norm","longitude_norm.delta_norm","latitude_norm.log_n_speakers_norm","latitude_norm.n_segments_norm","latitude_norm.delta_norm","log_n_speakers_norm.n_segments_norm","log_n_speakers_norm.delta_norm","n_segments_norm.delta_norm"
11,"long_v3_CCD0.0.25",1.95821619448382,-0.235787610243528,0.0295873110129075,0.00258129066078515,-0.124096412476608,-0.157239831018419,-0.0246157307273354,0.0821522325934568,-0.157141946853485,0.0585443364470332,-0.055129132204311,-0.129464489129318,-0.114693778149001,-0.0886204970685112,-0.00940691262495785,0.0788899341517312
12,"long_v3_CCD0.0.25",2.25079579477626,-0.0848691214524439,-0.135435432563434,0.111688994120703,0.0444736637619975,-0.0916466946027683,0.107704017779199,-0.0954109467816384,-0.0650034902521244,-0.135780374258891,-0.25696077508722,-0.0883592490832449,-0.162306413565218,0.0323812852309952,0.0102594617142648,0.210971057460842
13,"long_v3_CCD0.0.25",1.92090295050365,-0.179831232746989,-0.0153021788763623,-0.0157325358952564,0.0771244355990029,-0.0108678130137486,0.0325723678227155,0.057840956855987,0.0550297063931933,-0.0429999204374968,-0.0410557616996639,-0.116751944918363,-0.150886631884467,-0.109789447493508,0.0427839180948858,0.0489319619774411
14,"long_v3_CCD0.0.25",2.2093179266939,-0.0717387468041315,0.0298882469629975,-0.0371677987256014,0.000655617519643168,-0.0655454401100302,0.111477783453872,-0.0418090513217563,-0.0582057691856354,0.0195921206768103,-0.0189888811604451,-0.0704475594541588,0.0934628428920067,-0.0460647133755253,0.020078457413239,0.0346116529596309
15,"long_v3_CCD0.0.25",1.75566775366968,-0.196704542274975,-0.0417277725065285,0.0279088629864357,-0.0498984012362696,-0.0478987402368941,-0.0941754413334383,-0.054870443257901,0.03253906344679,0.0123619406299906,-0.0800585355450717,-0.169317584361769,-0.0755213676042453,-0.0210181048546788,-0.0804585124076799,0.104074936037811
16,"long_v3_CCD0.0.25",1.89316889688482,-0.26251494344704,-0.125961606377452,-0.0211015572144999,0.00532627079221106,-0.0730330644908051,-0.153750387068945,0.183388713854878,-0.269102878798869,-0.0757150274642854,0.0765620295779633,-0.217713981147454,-0.107659208429361,-0.265248927109977,0.133559167616555,-0.0219132971865237
17,"long_v3_CCD0.0.25",1.9041024338512,-0.0238867375495042,-0.132676735266096,0.00149473497282124,0.0596870111947316,-0.0677635949815053,0.0144208524646287,-0.0298783043694473,0.0110731425646325,0.00566312336523869,0.0325951598023604,-0.104323511352522,-0.0679767054004688,-0.0322943914216768,0.0592342278277758,0.0817850704646828
18,"long_v3_CCD0.0.25",2.13041798966202,-0.294562834691937,0.0025698855441669,0.00146224364017268,-0.00199919635979155,-0.163520303796991,-0.0312066246921959,0.0896340824601414,-0.236146608630098,-0.0422531382529987,-0.0156004010551651,-0.121276088772672,0.0576034778709969,-0.137215396856739,0.00869766658663887,0.0250456679156652
19,"long_v3_CCD0.0.25",1.93080575580041,-0.180473455774413,-0.180687329505586,-0.026289313494986,0.0682548551361985,-0.079247475759562,0.00541407816630692,-0.0762793932399457,0.127118915610603,-0.0546476593971424,-0.0683645402297356,0.183306464490877,-0.0908104018451546,0.0886012172490507,0.0730865166631944,0.0741978075806533
20,"long_v3_CCD0.0.25",1.84361858524929,-0.151458432276473,-0.133691249965148,-0.0591319481181866,0.0428151257935211,0.00118408135072432,-0.0621511627702141,-0.0958003008996443,0.0347175622817545,0.00629412021135654,0.015674679908366,-0.0874894387671856,-0.173155945333963,-0.0436543328361817,-0.0324354705346609,0.0618413161983107
21,"long_v3_CCD0.0.25",1.93894057868351,-0.0691587472583048,-0.0597865562060963,0.0961418293099219,0.0192705549685155,-0.0473341603069539,0.0688378510768529,-0.0325708709726927,-0.0186795230812095,0.00524552440463265,-0.134294703330846,-0.0718455547499685,-0.0352156205171037,-0.0126841500150692,0.0609698751152876,0.12563252790478
22,"long_v3_CCD0.0.25",2.0020350251192,-0.0981857298398424,0.174088722556859,-0.0533729680415632,0.0810201093974554,-0.165666783990046,0.0280337444663934,-0.00309477270150928,-0.013545375892435,0.0203646337713854,-0.0307136764181269,-0.0626957850271845,0.0350826949907514,-0.0695303397478036,0.071715358018488,-0.0569718117865532
23,"long_v3_CCD0.0.25",2.36035888813979,-0.356245452193314,-0.32101339987496,0.181339152499858,0.0324169026378755,-0.102747847042725,0.0827322457275645,0.150332813125887,-0.067465322815766,-0.154429174003116,0.0317473562450218,-0.112973631152545,-0.170592229454284,-0.152058541878151,0.0383974492601145,0.270126778326653
24,"long_v3_CCD0.0.25",2.08146894359417,-0.200928719477163,-0.0375851819085671,-0.0617972994449113,0.069214214548916,-0.107566417146514,-0.0856967328092692,-0.0379210009264054,-0.0420393416880778,0.0621204156394534,0.00781114615601954,-0.0460147554588787,-0.0943354590364188,-0.0357361321862272,-0.026892111802,0.0238380042904461
25,"long_v3_CCD0.0.25",1.81378298618864,-0.0692209469740538,-0.0881366789011929,-0.0586018775500623,0.0228855911700279,-0.0147398299272529,-0.122090969549884,-0.144318034122331,0.0036973617712495,-0.036535766534206,-0.181414865092142,-0.12884937123441,-0.213977476724824,-0.0199925441488689,0.0239603975622363,0.198724986932996
